SourceID,Source,AttributionComposerID,Target
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,50,Willaert
156,ParisBNC 851,56,Richafort
156,ParisBNC 851,69,Lebrun
156,ParisBNC 851,141,Crecquillon
156,ParisBNC 851,141,Crecquillon
156,ParisBNC 851,141,Crecquillon
156,ParisBNC 851,146,Clemens non Papa
156,ParisBNC 851,161,Jacquet of Mantua
156,ParisBNC 851,175,Janequin
156,ParisBNC 851,175,Janequin
156,ParisBNC 851,175,Janequin
156,ParisBNC 851,175,Janequin
156,ParisBNC 851,175,Janequin
156,ParisBNC 851,175,Janequin
